"...1","filename","TeamId","TeamName","UserId","UserName","DisplayName","RegisterDate","PerformanceTier","SubmissionDate","Score"
4030,"data-science-bowl-2017-privateleaderboard.csv",448855,"Willie Liao",18396,"willieliao","Willie Liao","10/10/2011",3,2017-04-12 07:32:40,0.66906
4031,"data-science-bowl-2017-privateleaderboard.csv",475685,"Infopulse_team",617708,"dimasakovich","DimaSakovich","05/19/2016",2,2017-04-12 16:07:44,0.67082
4037,"data-science-bowl-2017-privateleaderboard.csv",447944,"Igor Krashenyi",207760,"igorkrashenyi","Igor Krashenyi","06/12/2014",3,2017-04-12 02:09:44,0.67215
4038,"data-science-bowl-2017-privateleaderboard.csv",501646,"Barbiturates",720243,"wezemer","Anton","09/19/2016",2,2017-04-12 23:28:35,0.6722
4044,"data-science-bowl-2017-privateleaderboard.csv",448040,"Bojan Tunguz",417337,"tunguz","Bojan Tunguz","09/11/2015",4,2017-04-11 14:41:53,0.67428
4045,"data-science-bowl-2017-privateleaderboard.csv",581310,"Roden Luo",308608,"rodenluo","Roden Luo","03/11/2015",1,2017-04-12 23:21:58,0.67463
4047,"data-science-bowl-2017-privateleaderboard.csv",447075,"Paulo Pinto",535639,"paulorzp","Paulo Pinto","02/22/2016",4,2017-04-12 20:04:33,0.67704
4050,"data-science-bowl-2017-privateleaderboard.csv",448904,"disgon",140337,"vbardiovsky","Disgon","11/12/2013",1,2017-04-12 23:44:50,0.68366
4051,"data-science-bowl-2017-privateleaderboard.csv",447955,"ChipMonkey",7110,"chipmonkey","ChipMonkey","03/20/2011",2,2017-04-11 15:46:02,0.68542
4057,"data-science-bowl-2017-privateleaderboard.csv",448428,"NickShargan",580040,"nhargan","MykolaSharhan","04/08/2016",1,2017-04-12 02:26:36,0.6888
4058,"data-science-bowl-2017-privateleaderboard.csv",455671,"Seunghee Lee",703445,"shleedynamics","Chelcy","09/02/2016",0,2017-04-12 06:20:17,0.68884
4065,"data-science-bowl-2017-privateleaderboard.csv",598157,"All 0.5 Benchmark",3258,"wcukierski","Will Cukierski","10/13/2010",5,2017-04-08 01:08:59,0.69314
4070,"data-science-bowl-2017-privateleaderboard.csv",447498,"BAH_BAH_BLACK_SHEEP",867949,"karibdo","Karibdo","01/14/2017",0,2017-04-10 22:41:57,0.69314
4075,"data-science-bowl-2017-privateleaderboard.csv",448942,"NxGTR",263583,"carloshuertas","NxGTR","11/25/2014",4,2017-04-08 08:33:58,0.69314
4081,"data-science-bowl-2017-privateleaderboard.csv",492424,"Niranjan Kumar Nakkala",373093,"niranjanmudhiraj","Niranjan Nakkala","06/25/2015",2,2017-04-08 20:02:08,0.69314
4083,"data-science-bowl-2017-privateleaderboard.csv",525523,"Rich Ungsunan and Ferenc Szalma",356948,"szalmaf","Ferenc Szalma","05/23/2015",1,2017-04-08 23:58:02,0.69314
4086,"data-science-bowl-2017-privateleaderboard.csv",448179,"MAK",418775,"muhammedazamkhan","MAK","09/14/2015",2,2017-04-09 07:13:50,0.69314
4094,"data-science-bowl-2017-privateleaderboard.csv",565044,"SpacePizza",758036,"spacepizza","SpacePizza","10/19/2016",0,2017-04-10 16:36:08,0.69314
4095,"data-science-bowl-2017-privateleaderboard.csv",447332,"Vihang Patil",531449,"vihangpatil","Vihang Patil","02/17/2016",1,2017-04-11 13:37:47,0.69314
4097,"data-science-bowl-2017-privateleaderboard.csv",592857,"Kiwi",257777,"engenious","Masoud Farivar","11/13/2014",3,2017-04-12 20:58:52,0.69314
4106,"data-science-bowl-2017-privateleaderboard.csv",449049,"Lawrence Chernin",68882,"lawrencechernin","Lawrence Chernin","11/11/2012",2,2017-04-12 20:14:08,0.69314
4124,"data-science-bowl-2017-privateleaderboard.csv",517122,"Nodule_X",995933,"shiqian","Shiqian","03/30/2017",0,2017-04-12 20:39:04,0.69479
4126,"data-science-bowl-2017-privateleaderboard.csv",449749,"Lyalikov Artyom",676559,"timon88","Lyalikov Artyom","08/01/2016",2,2017-04-12 05:53:02,0.69625
4138,"data-science-bowl-2017-privateleaderboard.csv",513097,"Yu-WeiChang",623445,"ernie55ernie","Yu-WeiChang","05/24/2016",1,2017-04-11 08:19:12,0.72362
4146,"data-science-bowl-2017-privateleaderboard.csv",487628,"Ikona-Diagnosys",923122,"castilho","Pedro Castilho","02/21/2017",0,2017-04-11 19:35:29,0.72433
4148,"data-science-bowl-2017-privateleaderboard.csv",487628,"Ikona-Diagnosys",917370,"arturfranco","Artur Franco","02/17/2017",0,2017-04-11 19:35:29,0.72433
4159,"data-science-bowl-2017-privateleaderboard.csv",448424,"Vladimir Larin",296134,"vlarine","Vladimir Larin","02/18/2015",3,2017-04-12 18:17:56,0.72523
4174,"data-science-bowl-2017-privateleaderboard.csv",447842,"natbel ML fun",647078,"natbel4ml","Nat Bel ML Fun","06/22/2016",2,2017-04-12 23:57:04,0.75969
4175,"data-science-bowl-2017-privateleaderboard.csv",561798,"生物医学工程",960008,"sunxinlong","Sun X. L.","03/11/2017",0,2017-04-12 15:49:32,0.77141
4178,"data-science-bowl-2017-privateleaderboard.csv",561798,"生物医学工程",981943,"zhangxueling","zhangxueling","03/22/2017",0,2017-04-12 15:49:32,0.77141
4185,"data-science-bowl-2017-privateleaderboard.csv",561798,"生物医学工程",992373,"yuankehong","YuanKeHong","03/28/2017",0,2017-04-12 15:49:32,0.77141
4188,"data-science-bowl-2017-privateleaderboard.csv",450832,"Jorge Palma",314514,"jorgepalma","Jorge Palma","03/19/2015",1,2017-04-11 21:10:04,0.81864
4189,"data-science-bowl-2017-privateleaderboard.csv",584142,"Plankton",278920,"thuyenvn","Plankton","01/07/2015",4,2017-04-11 20:50:32,0.83529
4191,"data-science-bowl-2017-privateleaderboard.csv",451005,"DEVAS",35830,"andrekos","andrekos","03/19/2012",2,2017-04-11 22:16:15,0.84842
4193,"data-science-bowl-2017-privateleaderboard.csv",569767,"zhousheng",985060,"zhouzhiguang","zhousheng","03/24/2017",2,2017-04-12 05:48:15,0.84911
4206,"data-science-bowl-2017-privateleaderboard.csv",487284,"MESC Labs",761843,"drwaleedayousef","Waleed A. Yousef","10/21/2016",0,2017-04-12 10:03:11,1.05158
4207,"data-science-bowl-2017-privateleaderboard.csv",487284,"MESC Labs",782212,"ahmedanis03","ahmed anis","11/07/2016",1,2017-04-12 10:03:11,1.05158
4212,"data-science-bowl-2017-privateleaderboard.csv",533188,"CSE-USF",283296,"saeed3","Saeed Alahmari","01/19/2015",0,2017-04-12 23:54:36,1.3636
4214,"data-science-bowl-2017-privateleaderboard.csv",533188,"CSE-USF",669900,"rahulpaul","hellorp1990","07/25/2016",0,2017-04-12 23:54:36,1.3636
4216,"data-science-bowl-2017-privateleaderboard.csv",568703,"MichałStępniewski",480916,"michalstepniewski","MichałStępniewski","12/04/2015",0,2017-04-12 15:58:40,1.54595
4221,"data-science-bowl-2017-privateleaderboard.csv",498856,"fei_alpha",757187,"icanfly","fei_alpha","10/18/2016",1,2017-04-12 11:15:00,6.15854
4227,"data-science-bowl-2017-privateleaderboard.csv",538138,"UTDST",654388,"piercingdan","Danny Luo","07/03/2016",1,2017-04-08 14:35:05,10.43071
4231,"data-science-bowl-2017-privateleaderboard.csv",562417,"HaiderAlwasiti",982620,"hwasiti","Haider Alwasiti","03/22/2017",2,2017-04-12 13:18:34,10.43071
4232,"data-science-bowl-2017-privateleaderboard.csv",563833,"Maciek 19",983757,"maciek1902","Maciek 19","03/23/2017",0,2017-04-12 21:44:21,10.43071
4236,"data-science-bowl-2017-privateleaderboard.csv",573520,"Robert 3",580777,"rrr2016","Robert Sobolewski","04/09/2016",1,2017-04-12 18:21:51,10.4998
4238,"data-science-bowl-2017-privateleaderboard.csv",568123,"Raghuraman",941393,"raghuu045","Raghuraman","03/04/2017",1,2017-04-12 22:34:01,10.9143
4244,"data-science-bowl-2017-privateleaderboard.csv",460446,"LukaszN",676240,"lukaszn","Lukasz Nalewajko","07/31/2016",0,2017-04-10 22:32:51,14.09197
4252,"data-science-bowl-2018-privateleaderboard.csv",1448280,"[ods.ai] topcoders",210618,"albuslaev","Alexander Buslaev","06/25/2014",3,2018-04-13 21:19:32,0.63164
4253,"data-science-bowl-2018-privateleaderboard.csv",1448280,"[ods.ai] topcoders",534152,"selimsef","Selim Seferbekov","02/20/2016",4,2018-04-13 21:19:32,0.63164
4254,"data-science-bowl-2018-privateleaderboard.csv",1448280,"[ods.ai] topcoders",518185,"victorsd","Victor Durnov","02/01/2016",4,2018-04-13 21:19:32,0.63164
4255,"data-science-bowl-2018-privateleaderboard.csv",1298652,"jacobkie",632467,"jacobkie","jacobkie","06/04/2016",3,2018-04-16 19:27:52,0.61472
4256,"data-science-bowl-2018-privateleaderboard.csv",1265104,"Deep Retina",322323,"deepretina","Deep Retina","03/31/2015",0,2018-04-14 19:29:34,0.61404
4257,"data-science-bowl-2018-privateleaderboard.csv",1270068,"Nuclear Vision",393246,"sasrdw","Russ Wolfinger","07/30/2015",4,2018-04-15 06:10:26,0.61088
4258,"data-science-bowl-2018-privateleaderboard.csv",1270068,"Nuclear Vision",743064,"dmytropoplavskiy","Dmytro Poplavskiy","10/07/2016",4,2018-04-15 06:10:26,0.61088
4259,"data-science-bowl-2018-privateleaderboard.csv",1270068,"Nuclear Vision",421386,"bobutis","bobutis","09/17/2015",4,2018-04-15 06:10:26,0.61088
4262,"data-science-bowl-2018-privateleaderboard.csv",1265671,"ACS",278920,"thuyenvn","Plankton","01/07/2015",4,2018-04-16 09:22:15,0.59407
4265,"data-science-bowl-2018-privateleaderboard.csv",1264632,"Yuanfang Guan and Wei Dong",274059,"aaalgo","Wei Dong","12/20/2014",3,2018-04-16 18:22:21,0.58833
4266,"data-science-bowl-2018-privateleaderboard.csv",1264632,"Yuanfang Guan and Wei Dong",273951,"gyuanfan","Yuanfang Guan","12/20/2014",3,2018-04-16 18:22:21,0.58833
4268,"data-science-bowl-2018-privateleaderboard.csv",1364565,"[ods.ai] Gold Diggers",181794,"alekseit","Aleksei Tiulpin","04/04/2014",3,2018-04-16 20:43:16,0.58487
4270,"data-science-bowl-2018-privateleaderboard.csv",1364565,"[ods.ai] Gold Diggers",36583,"alapin","sashulya","03/25/2012",3,2018-04-16 20:43:16,0.58487
4272,"data-science-bowl-2018-privateleaderboard.csv",1364565,"[ods.ai] Gold Diggers",1504864,"bloodaxe","Eugene Khvedchenya","12/19/2017",4,2018-04-16 20:43:16,0.58487
4273,"data-science-bowl-2018-privateleaderboard.csv",1294836,"MPWARE Team",698363,"mpware","MPWARE","08/28/2016",4,2018-04-16 23:58:50,0.57823
4278,"data-science-bowl-2018-privateleaderboard.csv",1453519,"Daydreamers",113660,"hengck23","‎‎‎‎‎‎‎‎","07/11/2013",4,2018-04-15 00:20:45,0.57448
4279,"data-science-bowl-2018-privateleaderboard.csv",1453519,"Daydreamers",360683,"nnix94","chiwang","05/31/2015",0,2018-04-15 00:20:45,0.57448
4285,"data-science-bowl-2018-privateleaderboard.csv",1314904,"Samrat Saha",1179173,"iitrsamrat","Samrat Saha","07/21/2017",1,2018-04-15 16:04:14,0.57448
4288,"data-science-bowl-2018-privateleaderboard.csv",1492491,"Adel Valiullin",541970,"mystery","Adel Valiullin","02/28/2016",2,2018-04-16 23:39:58,0.57448
4295,"data-science-bowl-2018-privateleaderboard.csv",1267656,"Two Masketeers",876385,"yuanqing","QingYuan","01/20/2017",2,2018-04-16 01:34:21,0.57133
4315,"data-science-bowl-2018-privateleaderboard.csv",1269891,"[ods.ai] Vladimir Larin",296134,"vlarine","Vladimir Larin","02/18/2015",3,2018-04-13 07:24:02,0.56285
4316,"data-science-bowl-2018-privateleaderboard.csv",1265675,"wamazing",225437,"bsp2020","bsp2020","08/13/2014",1,2018-04-13 03:09:12,0.56057
4317,"data-science-bowl-2018-privateleaderboard.csv",1264308,"[ods.ai] Konstantin Maksimov",296161,"maksimovka","Konstantin Maksimov","02/18/2015",3,2018-04-12 09:29:01,0.56019
4321,"data-science-bowl-2018-privateleaderboard.csv",1275062,"[ods.ai] GPUs nie vivozyat",744554,"fartuk1","Artur Fattakhov (MIPT DIHT)","10/08/2016",3,2018-04-15 23:53:51,0.55764
4322,"data-science-bowl-2018-privateleaderboard.csv",1275062,"[ods.ai] GPUs nie vivozyat",286455,"iglovikov","Vladimir Iglovikov","01/28/2015",4,2018-04-15 23:53:51,0.55764
4323,"data-science-bowl-2018-privateleaderboard.csv",1275062,"[ods.ai] GPUs nie vivozyat",847129,"ikibardin","Ilya Kibardin","12/25/2016",4,2018-04-15 23:53:51,0.55764
4324,"data-science-bowl-2018-privateleaderboard.csv",1275062,"[ods.ai] GPUs nie vivozyat",407384,"drn01z3","n01z3","08/27/2015",4,2018-04-15 23:53:51,0.55764
4339,"data-science-bowl-2018-privateleaderboard.csv",1513021,"Jakrin Juangbhanich",1513843,"infrarift","Jakrin Juangbhanich","12/24/2017",2,2018-04-15 05:44:59,0.55504
4340,"data-science-bowl-2018-privateleaderboard.csv",1537662,"Team DK turn to pick",853445,"jiujing23333","baigou","01/02/2017",3,2018-04-16 04:39:41,0.5541
4344,"data-science-bowl-2018-privateleaderboard.csv",1537662,"Team DK turn to pick",1397798,"qiaojian","earhian","11/07/2017",4,2018-04-16 04:39:41,0.5541
4346,"data-science-bowl-2018-privateleaderboard.csv",1306884,"42",134647,"winston4ds","winston","10/17/2013",0,2018-04-16 23:34:56,0.5532
4347,"data-science-bowl-2018-privateleaderboard.csv",1306884,"42",959254,"samuelchen","schen","03/10/2017",2,2018-04-16 23:34:56,0.5532
4349,"data-science-bowl-2018-privateleaderboard.csv",1267321,"MLT",574061,"bonsen1","Mii","04/02/2016",2,2018-04-16 20:43:48,0.55315
4350,"data-science-bowl-2018-privateleaderboard.csv",1307972,"[vn] small team ?!",1393170,"nguyenbadung","DungNB","11/06/2017",4,2018-04-13 15:06:52,0.55278
4353,"data-science-bowl-2018-privateleaderboard.csv",1307972,"[vn] small team ?!",1039460,"mathormad","KeepLearning","04/24/2017",4,2018-04-13 15:06:52,0.55278
4358,"data-science-bowl-2018-privateleaderboard.csv",1350685,"no idea what I'm doing",852137,"elliskui","Ellis.k","12/31/2016",0,2018-04-16 16:05:22,0.54837
4359,"data-science-bowl-2018-privateleaderboard.csv",1350685,"no idea what I'm doing",1272806,"james1230","James","09/17/2017",0,2018-04-16 16:05:22,0.54837
4363,"data-science-bowl-2018-privateleaderboard.csv",1366587,"[ods.ai] amirassov [dsmlkz]",413252,"amiras","Miras Amir","09/05/2015",4,2018-04-16 11:48:04,0.54679
4367,"data-science-bowl-2018-privateleaderboard.csv",1417255,"Unet Nuke",1658545,"jliamfinnie","Liam Finnie","02/22/2018",2,2018-04-16 23:12:48,0.545
4370,"data-science-bowl-2018-privateleaderboard.csv",1417255,"Unet Nuke",75976,"cpmpml","CPMP","12/16/2012",4,2018-04-16 23:12:48,0.545
4377,"data-science-bowl-2018-privateleaderboard.csv",1270923,"Dmitriy Danevskiy",512750,"ddanevskyi","Dmytro Danevskyi","01/25/2016",4,2018-04-16 19:06:51,0.54274
4378,"data-science-bowl-2018-privateleaderboard.csv",1456257,"Janos",327237,"janosk21","Janos","04/07/2015",2,2018-04-13 07:00:57,0.54194
4381,"data-science-bowl-2018-privateleaderboard.csv",1293406,"Igor Praznik",168017,"praznik","Igor Praznik","02/21/2014",3,2018-04-16 20:52:21,0.54161
4382,"data-science-bowl-2018-privateleaderboard.csv",1264186,"[ods.ai] SAAZ",461723,"zfturbo","ZFTurbo","11/08/2015",4,2018-04-16 21:54:35,0.54138
4383,"data-science-bowl-2018-privateleaderboard.csv",1264186,"[ods.ai] SAAZ",1315955,"donchuk","Alex Donchuk","10/06/2017",1,2018-04-16 21:54:35,0.54138
4384,"data-science-bowl-2018-privateleaderboard.csv",1264186,"[ods.ai] SAAZ",720243,"wezemer","Anton","09/19/2016",2,2018-04-16 21:54:35,0.54138
4385,"data-science-bowl-2018-privateleaderboard.csv",1264186,"[ods.ai] SAAZ",531361,"sashakorekov","Sasha Korekov","02/17/2016",2,2018-04-16 21:54:35,0.54138
4386,"data-science-bowl-2018-privateleaderboard.csv",1264136,"x3",207760,"igorkrashenyi","Igor Krashenyi","06/12/2014",3,2018-04-12 11:37:50,0.54097
4389,"data-science-bowl-2018-privateleaderboard.csv",1294132,"ploider",874760,"ploider","ploider","01/19/2017",2,2018-04-13 12:51:17,0.54008
4390,"data-science-bowl-2018-privateleaderboard.csv",1264117,"ck.ua",427515,"ramzes2","Roman Chernenko","09/25/2015",2,2018-04-13 07:16:09,0.53957
4391,"data-science-bowl-2018-privateleaderboard.csv",1264117,"ck.ua",133817,"johngull","Vitaly Bondar","10/13/2013",2,2018-04-13 07:16:09,0.53957
4392,"data-science-bowl-2018-privateleaderboard.csv",1499677,"toshif",1370818,"toshif","toshif","10/29/2017",3,2018-04-15 22:00:51,0.5375
4393,"data-science-bowl-2018-privateleaderboard.csv",1264786,"outrunner",933653,"outrunner","outrunner","02/28/2017",4,2018-04-15 08:13:50,0.53676
4396,"data-science-bowl-2018-privateleaderboard.csv",1287941,"Geoff French (Colour Lab UEA)",234545,"britefury","Geoff French","09/09/2014",0,2018-04-16 15:50:24,0.535
4397,"data-science-bowl-2018-privateleaderboard.csv",1300155,"rmldj & igor",196012,"romualdj","rmldj","05/15/2014",3,2018-04-14 19:39:05,0.53384
4399,"data-science-bowl-2018-privateleaderboard.csv",1268269,"OsciiArt",998934,"osciiart","OsciiArt","03/31/2017",3,2018-04-16 23:10:42,0.53349
4401,"data-science-bowl-2018-privateleaderboard.csv",1363335,"BSMU",1799768,"blackholetracer","Ivan Kosik","04/08/2018",0,2018-04-15 21:02:24,0.53237
4407,"data-science-bowl-2018-privateleaderboard.csv",1545580,"databatman",889192,"forrestchou","databatman","01/30/2017",3,2018-04-16 06:51:05,0.53158
4409,"data-science-bowl-2018-privateleaderboard.csv",1545580,"databatman",1127058,"phdsky","phd","06/15/2017",2,2018-04-16 06:51:05,0.53158
4410,"data-science-bowl-2018-privateleaderboard.csv",1545580,"databatman",329295,"fanciest","fanciest","04/09/2015",0,2018-04-16 06:51:05,0.53158
4411,"data-science-bowl-2018-privateleaderboard.csv",1545580,"databatman",665882,"er9213","er9213","07/19/2016",3,2018-04-16 06:51:05,0.53158
4423,"data-science-bowl-2018-privateleaderboard.csv",1264751,"Nuclear Fission",18463,"mathurinache","Mathurin Aché","10/11/2011",3,2018-04-14 20:04:03,0.53001
4424,"data-science-bowl-2018-privateleaderboard.csv",1264751,"Nuclear Fission",795565,"sgalib","Shai","11/16/2016",4,2018-04-14 20:04:03,0.53001
4425,"data-science-bowl-2018-privateleaderboard.csv",1264751,"Nuclear Fission",712087,"seesee","See--","09/11/2016",3,2018-04-14 20:04:03,0.53001
4426,"data-science-bowl-2018-privateleaderboard.csv",1267287,"Ching-Loong Seow",660999,"chingloong","Ching-Loong Seow","07/13/2016",3,2018-04-16 23:12:30,0.52955
4430,"data-science-bowl-2018-privateleaderboard.csv",1265531,"Creepy ReLU",8507,"antorsae","Antor","04/05/2011",3,2018-04-16 07:58:48,0.52522
4432,"data-science-bowl-2018-privateleaderboard.csv",1265531,"Creepy ReLU",621560,"fergusoci","fergusoci","05/23/2016",3,2018-04-16 07:58:48,0.52522
4433,"data-science-bowl-2018-privateleaderboard.csv",1265531,"Creepy ReLU",1645109,"javiabellan","Javier Abellán Abenza","02/17/2018",1,2018-04-16 07:58:48,0.52522
4435,"data-science-bowl-2018-privateleaderboard.csv",1281044,"Tim Hochberg (Forgot about upload deadline -- not prize eligible :-()",287132,"bitsofbits","Tim Hochberg","01/29/2015",3,2018-04-15 14:55:00,0.52498
4437,"data-science-bowl-2018-privateleaderboard.csv",1266483,"Ivanhoe",98575,"ivanhoe","Ivanhoe","04/30/2013",3,2018-04-13 08:25:32,0.52452
4440,"data-science-bowl-2018-privateleaderboard.csv",1504044,"Mak Hon Keat",156688,"honkeat","Hon Keat","01/11/2014",1,2018-04-16 09:59:05,0.52239
4444,"data-science-bowl-2018-privateleaderboard.csv",1564501,"JerryEggplant",1790398,"jianchel","Jerry","04/05/2018",2,2018-04-16 23:57:18,0.52225
4445,"data-science-bowl-2018-privateleaderboard.csv",1330957,"goldenlock",42245,"goldenlock","gezi","05/06/2012",4,2018-04-13 15:22:28,0.52215
4449,"data-science-bowl-2018-privateleaderboard.csv",1307863,"voilin",539245,"voilin","voilin","02/26/2016",2,2018-04-16 08:57:29,0.52068
4455,"data-science-bowl-2018-privateleaderboard.csv",1521250,"wind",170170,"pengyan","Eureka","02/28/2014",4,2018-04-16 10:27:37,0.51695
4457,"data-science-bowl-2018-privateleaderboard.csv",1300355,"Eric Bouteillon",1181310,"ebouteillon","Eric Bouteillon","07/22/2017",3,2018-04-15 14:29:46,0.5167
4459,"data-science-bowl-2018-privateleaderboard.csv",1438898,"Sicong Chen",123061,"yuhaichina","yuhai","08/31/2013",2,2018-04-14 09:21:23,0.51573
4460,"data-science-bowl-2018-privateleaderboard.csv",1294349,"ceshine",101136,"ceshine","Ceshine Lee","05/14/2013",3,2018-04-12 10:26:30,0.51443
4463,"data-science-bowl-2018-privateleaderboard.csv",1276725,"Tran Dang Dinh Ang",1035849,"aengustran","Aengus Tran","04/21/2017",2,2018-04-13 14:46:03,0.51361
4464,"data-science-bowl-2018-privateleaderboard.csv",1269005,"Perilune",445627,"mrlzla","Vlad Artemyev","10/18/2015",2,2018-04-14 10:50:44,0.5136
4465,"data-science-bowl-2018-privateleaderboard.csv",1269005,"Perilune",312118,"dukhovnik","Andrei Dukhounik","03/16/2015",2,2018-04-14 10:50:44,0.5136
4466,"data-science-bowl-2018-privateleaderboard.csv",1269005,"Perilune",1544891,"kostyaatarik","Kostya Atarik","01/11/2018",2,2018-04-14 10:50:44,0.5136
4468,"data-science-bowl-2018-privateleaderboard.csv",1292953,"DP",746663,"bogdanov","super504","10/10/2016",2,2018-04-16 16:06:50,0.51188
4480,"data-science-bowl-2018-privateleaderboard.csv",1445849,"God Bless Us",1264580,"khyeh0719","khyeh","09/13/2017",4,2018-04-16 11:52:11,0.50742
4486,"data-science-bowl-2018-privateleaderboard.csv",1265030,"Gábor Vecsei",710208,"gaborvecsei","Gábor Vecsei","09/09/2016",2,2018-04-15 12:24:24,0.50489
4489,"data-science-bowl-2018-privateleaderboard.csv",1340930,"？？？",1155133,"yaokelu","YaoKelu","07/05/2017",0,2018-04-16 16:04:44,0.50442
4490,"data-science-bowl-2018-privateleaderboard.csv",1340930,"？？？",838240,"yuchen212","-Random YC","12/16/2016",0,2018-04-16 16:04:44,0.50442
4492,"data-science-bowl-2018-privateleaderboard.csv",1356389,"Joe K",1422008,"joek47","Joe K","11/16/2017",2,2018-04-15 13:46:18,0.50345
4493,"data-science-bowl-2018-privateleaderboard.csv",1273700,"city_N",586539,"suvalex","Mikhail Karchevskiy","04/14/2016",2,2018-04-16 08:09:12,0.5032
4494,"data-science-bowl-2018-privateleaderboard.csv",1273700,"city_N",574957,"leon7archer","Leonid Kozinkin","04/03/2016",2,2018-04-16 08:09:12,0.5032
4498,"data-science-bowl-2018-privateleaderboard.csv",1265585,"gavrand",395996,"agavranis","gavrand","08/04/2015",2,2018-04-15 14:11:01,0.50306
4505,"data-science-bowl-2018-privateleaderboard.csv",1526198,"Eastern Wind",450817,"fantasycheng","fantasycheng","10/26/2015",2,2018-04-15 23:28:06,0.50226
4507,"data-science-bowl-2018-privateleaderboard.csv",1269675,"DecentMakeover",908229,"decentmakeover","DecentMakeover","02/11/2017",1,2018-04-16 08:05:54,0.50215
4510,"data-science-bowl-2018-privateleaderboard.csv",1400309,"Sergey Zhitansky",416377,"szhitansky","Sergey Zhitansky","09/10/2015",3,2018-04-15 20:35:02,0.50176
4511,"data-science-bowl-2018-privateleaderboard.csv",1265614,"Mickey",131304,"symyksr","Mickey","10/05/2013",3,2018-04-12 06:44:31,0.50165
4513,"data-science-bowl-2018-privateleaderboard.csv",1449693,"No Sesurity",1507504,"ilyastwins","Ilyas","12/20/2017",2,2018-04-13 18:06:37,0.50139
4516,"data-science-bowl-2018-privateleaderboard.csv",1383849,"MicroscopeIT-and-Friends",1743932,"andruty","andruty","03/21/2018",0,2018-04-16 20:40:29,0.50105
4520,"data-science-bowl-2018-privateleaderboard.csv",1383849,"MicroscopeIT-and-Friends",1523093,"emaerthin","Marcin Bodych","12/30/2017",2,2018-04-16 20:40:29,0.50105
4524,"data-science-bowl-2018-privateleaderboard.csv",1313906,"Terry Kao",838120,"terrykao","Terry Kao","12/16/2016",1,2018-04-13 05:36:25,0.50053
4526,"data-science-bowl-2018-privateleaderboard.csv",1294583,"Comp540_Rice_wq2_hh29",1285512,"yrorice","yrorice","09/23/2017",0,2018-04-14 13:59:53,0.50039
4528,"data-science-bowl-2018-privateleaderboard.csv",1414970,"QQ",1303421,"chihyuwang","chihyu","10/01/2017",0,2018-04-16 23:08:51,0.50022
4529,"data-science-bowl-2018-privateleaderboard.csv",1283765,"andrekos",35830,"andrekos","andrekos","03/19/2012",2,2018-04-16 22:20:02,0.4997
4537,"data-science-bowl-2018-privateleaderboard.csv",1276204,"请输入队名",35884,"weizhezhang","zz","03/19/2012",2,2018-04-13 11:14:39,0.49903
4542,"data-science-bowl-2018-privateleaderboard.csv",1272197,"deepfit",1527596,"deepfit","deepfit","01/03/2018",0,2018-04-16 09:19:13,0.49882
4543,"data-science-bowl-2018-privateleaderboard.csv",1272197,"deepfit",1113452,"imtinachen","Tina","06/07/2017",0,2018-04-16 09:19:13,0.49882
4544,"data-science-bowl-2018-privateleaderboard.csv",1272197,"deepfit",360714,"ansel5151","Linlin","05/31/2015",0,2018-04-16 09:19:13,0.49882
4545,"data-science-bowl-2018-privateleaderboard.csv",1272197,"deepfit",1654804,"chihhaoma","Chih Hao Ma","02/21/2018",0,2018-04-16 09:19:13,0.49882
4546,"data-science-bowl-2018-privateleaderboard.csv",1272197,"deepfit",445698,"shanying","ShanYing","10/19/2015",0,2018-04-16 09:19:13,0.49882
4547,"data-science-bowl-2018-privateleaderboard.csv",1272197,"deepfit",1652547,"jason71995","Jason Liu","02/20/2018",1,2018-04-16 09:19:13,0.49882
4556,"data-science-bowl-2018-privateleaderboard.csv",1418596,"Leo Gu",1672292,"leogzt","Leo Gu","02/27/2018",0,2018-04-16 23:41:35,0.49687
4561,"data-science-bowl-2018-privateleaderboard.csv",1479118,"FAU-DLM",1481641,"christophneuner","Christoph Neuner","12/08/2017",0,2018-04-12 19:30:07,0.49472
4576,"data-science-bowl-2018-privateleaderboard.csv",1278100,"Maskers++",280457,"vikas15","Vikas Kumar","01/11/2015",2,2018-04-16 21:03:44,0.49355
4577,"data-science-bowl-2018-privateleaderboard.csv",1278100,"Maskers++",150708,"outliar","Mohammad Shadab Alam","12/20/2013",3,2018-04-16 21:03:44,0.49355
4578,"data-science-bowl-2018-privateleaderboard.csv",1266606,"Akila Wajirasena",99350,"akilaw","Akila Wajirasena","05/04/2013",2,2018-04-16 01:21:53,0.49326
4579,"data-science-bowl-2018-privateleaderboard.csv",1508345,"DanWu",1348792,"dwu1495","DanWu","10/20/2017",1,2018-04-16 22:51:21,0.49324
4580,"data-science-bowl-2018-privateleaderboard.csv",1269845,"Deargen",392205,"deepimagine","Deargen","07/28/2015",2,2018-04-15 01:27:40,0.49323
4581,"data-science-bowl-2018-privateleaderboard.csv",1282962,"Alex Sergeev",251046,"alsrgv","Alex Sergeev","10/25/2014",2,2018-04-15 06:38:34,0.49314
4582,"data-science-bowl-2018-privateleaderboard.csv",1270599,"waves",84922,"threedb","threedB","02/13/2013",3,2018-04-16 06:07:09,0.49259
4583,"data-science-bowl-2018-privateleaderboard.csv",1270599,"waves",532332,"mke2016","mke2016","02/18/2016",2,2018-04-16 06:07:09,0.49259
